,category,categoryId,categoryName,categoryUrl,foodImageUrl,genre,mediumImageUrl,nickname,pickup,rank,recipeCost,recipeDescription,recipeId,recipeIndication,recipeMaterial,recipePublishday,recipeTitle,recipeUrl,shop,smallImageUrl,中華,他,和食,洋食
1358,3.0,,ミネストローネ,https://recipe.rakuten.co.jp/category/43-570/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/15df5ccbb071bf69b69329c7861b50ff742b405a.20.1.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/15df5ccbb071bf69b69329c7861b50ff742b405a.20.1.3.2.jpg?thum=54,グルヤマ,0.0,3.0,500円前後,"フレッシュトマトを使った具だくさんのスープです。
残ったスープにパスタを入れて、スープパスタにしても美味しいですよ♪",1570000541.0,約30分,"['玉ねぎ（1cm角）', 'セロリ（1cm角）', 'じゃがいも（1cm角）', '人参（1cm角）', 'キャベツ（一口大に切る）', 'トマト（一口大に切る）', 'ベーコン（拍子切り）', 'にんにく（みじん切り）', 'ローリエ', 'バター', 'オリーブオイル', '☆水', '☆コンソメのもと', '☆ケチャップ', '☆しょうゆ', '塩、こしょう', '粉チーズ', 'パセリ']",2011/01/12 07:55:42,フレッシュトマトで作る☆簡単ミネストローネ,https://recipe.rakuten.co.jp/recipe/1570000541/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/15df5ccbb071bf69b69329c7861b50ff742b405a.20.1.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
1359,3.0,,ミネストローネ,https://recipe.rakuten.co.jp/category/43-570/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/978cd0c19a0e018ef10438f0f883fa702ab8b65f.09.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/978cd0c19a0e018ef10438f0f883fa702ab8b65f.09.2.3.2.jpg?thum=54,Y's hoppe,0.0,4.0,指定なし,体にやさしい野菜たっぷりのミネストローネです。,1330008548.0,指定なし,"['玉ねぎ', '人参', 'じゃがいも', 'キャベツ', 'にんにく', 'ベーコン', '水', 'トマト缶', '固形コンソメ', '塩コショウ', 'オリーブオイル']",2014/01/15 18:39:22,野菜がおいしいミネストローネ,https://recipe.rakuten.co.jp/recipe/1330008548/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/978cd0c19a0e018ef10438f0f883fa702ab8b65f.09.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
1411,3.0,,ブイヤベース,https://recipe.rakuten.co.jp/category/44-586/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5ec7531329887a09d7655af9023c0aa6a5db937a.92.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5ec7531329887a09d7655af9023c0aa6a5db937a.92.2.3.2.jpg?thum=54,ぴーちゃん3279,1.0,1.0,指定なし,シーフードたっぷり！,1840013598.0,指定なし,"['えび', 'ハマグリ', 'シーフードミックスのいか', '鱈、鯛', 'ホタテの貝柱', 'たまねぎ', 'にんにく', 'トマトジュース', '酒', 'コンソメキューブ', 'サフラン', '塩', 'バジル粉']",2014/01/21 01:55:29,☆我が家のご馳走☆ブイヤベース,https://recipe.rakuten.co.jp/recipe/1840013598/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/5ec7531329887a09d7655af9023c0aa6a5db937a.92.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
1418,3.0,,ビスク,https://recipe.rakuten.co.jp/category/44-588/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/89a5109cafb65affcdb0d8909ec1e7cf0ff47810.28.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/89a5109cafb65affcdb0d8909ec1e7cf0ff47810.28.2.3.2.jpg?thum=54,しーたん119,0.0,2.0,指定なし,エビの殻がたくさんあってもったいなくて,1570012371.0,約30分,"['エビの殻なんでも', 'オリーブオイル（バターにかえても）', '玉ねぎ', 'にんじん', 'トマトピューレ', '白ワイン', '牛乳', '塩コショウ', 'コンソメキューブ']",2016/05/18 11:48:58,捨てないで！エビの殻のビスク☆,https://recipe.rakuten.co.jp/recipe/1570012371/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/89a5109cafb65affcdb0d8909ec1e7cf0ff47810.28.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
1419,3.0,,ビスク,https://recipe.rakuten.co.jp/category/44-588/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7ce7350d87639fa6a6010e23ad4f20a5250511b1.69.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7ce7350d87639fa6a6010e23ad4f20a5250511b1.69.2.3.2.jpg?thum=54,tokeiya_japan,0.0,3.0,指定なし,冬の味覚、蟹を食べたあとの殻を使って濃厚なフレンチスタイルのスープに。豪華に見えるエコメニューです。,1450018127.0,約1時間,"['蟹のから', 'にんにく', '玉ねぎ', '白ワイン', 'コンソメスープ', 'バター', 'こしょう']",2018/02/22 16:25:44,蟹の殻をフレンチに☆濃厚なビスク,https://recipe.rakuten.co.jp/recipe/1450018127/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7ce7350d87639fa6a6010e23ad4f20a5250511b1.69.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
1420,3.0,,ビスク,https://recipe.rakuten.co.jp/category/44-588/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/918b2f3f5a653df18a5d9efb7fad73ee3bed66e7.44.2.3.2.jpg,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/918b2f3f5a653df18a5d9efb7fad73ee3bed66e7.44.2.3.2.jpg?thum=54,らあじ2213,0.0,4.0,300円前後,お刺身用の新鮮な甘海老の頭と殻から作る濃厚でうまみたっぷりのポタージュです。,1150013483.0,約30分,"['オリーブオイル', 'にんにく', '甘海老の頭と殻の部分', '白ワイン', 'ローリエ', '玉ねぎ', 'じゃがいも', '水', 'コンソメ顆粒', '牛乳', 'バター', '塩、胡椒', 'パセリまたは青ネギ(刻み)']",2018/05/04 20:48:56,とても濃厚！海老のビスク(ポタージュ),https://recipe.rakuten.co.jp/recipe/1150013483/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/918b2f3f5a653df18a5d9efb7fad73ee3bed66e7.44.2.3.2.jpg?thum=55,0.0,0.0,0.0,1.0
1440,3.0,,ソーキそば・沖縄そば,https://recipe.rakuten.co.jp/category/47-600/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6d37277c0fbc7441d0658df648c8291bef3a372b.59.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6d37277c0fbc7441d0658df648c8291bef3a372b.59.2.3.2.jpg?thum=54,沖縄調味料屋 赤マルソウ商店,0.0,1.0,"1,000円前後",沖縄の汁もの料理代表格のソーキ汁をぜひ!!,1720024308.0,1時間以上,"['豚ソーキ骨（豚スペアリブ）', '水', '昆布', '赤マルソウ本格だしパック', '塩', '冬瓜（又は大根）', '醤油']",2016/01/29 09:55:55,沖縄料理の定番　ソーキ汁,https://recipe.rakuten.co.jp/recipe/1720024308/,2.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/6d37277c0fbc7441d0658df648c8291bef3a372b.59.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1443,3.0,,ソーキそば・沖縄そば,https://recipe.rakuten.co.jp/category/47-600/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a2b7638df8a51e4b66e64b094d0f3c41e02cdc7e.92.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a2b7638df8a51e4b66e64b094d0f3c41e02cdc7e.92.2.3.2.jpg?thum=54,はなまる子♪,0.0,4.0,指定なし,"スペアリブの代わりに、豚肉と昆布と冬瓜の旨みがたっぷり染み込んだ、沖縄のソーキ汁です。
お鍋の中にはお肉に野菜、昆布の旨みがギュッと詰まっています。",1390013261.0,約30分,"['豚肉（バラブロック）', '冬瓜', '昆布（早煮昆布）', '・・調味料', 'Ａ・・', '水（茹で汁と足して）', '和風だしの素（顆粒）', '塩', '酒', '味噌', '・・・・・', '黒こしょう（粒）', '万能ねぎ（小口切り）']",2012/08/20 05:33:57,沖縄料理・豚肉と冬瓜と昆布のソーキ汁,https://recipe.rakuten.co.jp/recipe/1390013261/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a2b7638df8a51e4b66e64b094d0f3c41e02cdc7e.92.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1485,3.0,,すいとん,https://recipe.rakuten.co.jp/category/48-614/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a82686d74288041b88e6dafe5d527f2bbf65cd10.13.1.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a82686d74288041b88e6dafe5d527f2bbf65cd10.13.1.3.2.jpg?thum=54,ミャイヤン☆,1.0,2.0,300円前後,"「ひっつみ」とは岩手の方言で、”すいとん”のことです。
地方によっては「はっと」「とってなげ」と呼ぶところもあります。",1000000801.0,約1時間,"['小麦粉', '水（ひっつみ用）', '鶏もも肉', '大根', '人参', 'ごぼう', 'しいたけ', 'こんにゃく', '長ネギ', '水（だし用）', 'A顆粒だしの素', 'Aめんつゆ', 'A酒', '塩']",2011/01/25 22:05:05,母の味☆ひっつみ（すいとん）,https://recipe.rakuten.co.jp/recipe/1000000801/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/a82686d74288041b88e6dafe5d527f2bbf65cd10.13.1.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1486,3.0,,すいとん,https://recipe.rakuten.co.jp/category/48-614/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7cbe50a986966844a80cba2b48287f3dca6018e0.48.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7cbe50a986966844a80cba2b48287f3dca6018e0.48.2.3.2.jpg?thum=54,ぁゅmi,1.0,3.0,指定なし,ほっこりもちもち食感♪,1050010869.0,指定なし,"['☆おから', '☆片栗粉', '☆豆腐', '和風だし（細粒）', '酒', 'お湯', 'しょうゆ', '塩', '刻みねぎ']",2014/04/24 14:54:23,簡単すいとん風♪おから餅,https://recipe.rakuten.co.jp/recipe/1050010869/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/7cbe50a986966844a80cba2b48287f3dca6018e0.48.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1507,3.0,,せんべい汁,https://recipe.rakuten.co.jp/category/48-620/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/04ec5119e245c865b6f100c156aa72c74a7aa8bb.85.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/04ec5119e245c865b6f100c156aa72c74a7aa8bb.85.2.3.2.jpg?thum=54,豆キッチン,0.0,1.0,指定なし,野菜たっぷりの青森の郷土料理,1030011223.0,約30分,"['豚バラ肉', 'または', '切り落とし肉', 'キャベツ', 'にんじん', 'ごぼう', '白ネギ', 'しめじ（または', 'しいたけ）', 'A', 'しょうゆ', 'A', '酒', 'A', 'だし', 'せんべい汁用の南部せんべい', 'サラダ油']",2017/12/02 22:59:13,せんべい汁,https://recipe.rakuten.co.jp/recipe/1030011223/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/04ec5119e245c865b6f100c156aa72c74a7aa8bb.85.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1508,3.0,,せんべい汁,https://recipe.rakuten.co.jp/category/48-620/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1279699e5e694913ac7edf21570a2df829b5a64d.86.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1279699e5e694913ac7edf21570a2df829b5a64d.86.2.3.2.jpg?thum=54,栗皮茶,0.0,2.0,"1,000円前後",【青森県八戸市地方】醤油ベースの出汁に、お好みの肉や魚、野菜、きのこなどを加え「南部せんべい」を割り入れた＼(＾▽＾)／モチモチ、シコシコ食感のせんべいgood,1210007492.0,約30分,"['南部せんべい汁セット', '↑せんべい(4枚×2袋)、★出汁(2袋)', '鶏もも肉', '人参', 'ごぼう', 'しめじ', '舞茸', 'キャベツ', '白ねぎ', '★水', 'サラダ油']",2016/04/02 15:25:39,本格☆せんべい汁,https://recipe.rakuten.co.jp/recipe/1210007492/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1279699e5e694913ac7edf21570a2df829b5a64d.86.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1509,3.0,,せんべい汁,https://recipe.rakuten.co.jp/category/48-620/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb38151220acaf87f5300ba88119fd7907fdc2f2.76.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb38151220acaf87f5300ba88119fd7907fdc2f2.76.2.3.2.jpg?thum=54,しの&,0.0,3.0,300円前後,"だしがきいていてとても美味しいです。
体も温まりますよ♪",1570004786.0,約10分,"['だし汁', '南部せんべい', 'えのき又はしめじ', '玉ねぎ', '水菜', '薄口醤油', '酒']",2011/10/20 13:47:22,青森の郷土料理　八戸せんべい汁,https://recipe.rakuten.co.jp/recipe/1570004786/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/eb38151220acaf87f5300ba88119fd7907fdc2f2.76.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1510,3.0,,せんべい汁,https://recipe.rakuten.co.jp/category/48-620/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cd2fb4faff94b8c3e70548c476f3e88849315cc1.24.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cd2fb4faff94b8c3e70548c476f3e88849315cc1.24.2.3.2.jpg?thum=54,とこっちぃ,0.0,4.0,500円前後,野菜たっぷり入れて温まろぅ,1830011410.0,約30分,"['☆人参', '☆大根', '☆里芋', '☆豚肉', '☆油あげ', 'だんご麺', 'みそ', '顆粒だし', '水', 'ネギ']",2017/11/15 23:27:28,ポカポカ温まる野菜たっぷりだんご汁,https://recipe.rakuten.co.jp/recipe/1830011410/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/cd2fb4faff94b8c3e70548c476f3e88849315cc1.24.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1517,3.0,,のっぺい汁,https://recipe.rakuten.co.jp/category/48-623/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1d8ce02fd3a65b2cb6c98ae7ffcdad85a9c72338.26.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1d8ce02fd3a65b2cb6c98ae7ffcdad85a9c72338.26.2.3.2.jpg?thum=54,arakurea,0.0,1.0,"1,000円前後","新潟の郷土料理です。我が家ではお正月に必ず食べます。　お正月は、大勢集まるので、いつも大鍋で作っています。
縁起物なので、具の種類の数は奇数だそうです。",1780004056.0,約1時間,"['里芋', '人参', 'れんこん', 'しいたけ', '鶏肉', 'こんにゃく', 'なると', 'だし汁', '塩', '味の素']",2011/12/29 23:10:28,新潟の郷土料理“のっぺ”♪♪,https://recipe.rakuten.co.jp/recipe/1780004056/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/1d8ce02fd3a65b2cb6c98ae7ffcdad85a9c72338.26.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1518,3.0,,のっぺい汁,https://recipe.rakuten.co.jp/category/48-623/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ba324d3592771b7cc924e77898cca5e99cba195e.02.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ba324d3592771b7cc924e77898cca5e99cba195e.02.2.3.2.jpg?thum=54,ヘビロテ36,0.0,2.0,指定なし,根菜たっぷり♪とろみが付いた優しい味で心も体もポカポカ温まります(^^),1970008290.0,約30分,"['大根', '人参', 'こんにゃく', '油揚げ', 'ちくわ', '里芋', '豚バラ薄切り', 'しょうゆ', '塩', '本だし', '水', '水溶き片栗粉']",2014/12/28 10:43:16,のっぺい汁,https://recipe.rakuten.co.jp/recipe/1970008290/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/ba324d3592771b7cc924e77898cca5e99cba195e.02.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1519,3.0,,のっぺい汁,https://recipe.rakuten.co.jp/category/48-623/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8709133492f2ad6b0af0cc9ea566f089de729792.56.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8709133492f2ad6b0af0cc9ea566f089de729792.56.2.3.2.jpg?thum=54,夕虎,0.0,3.0,500円前後,新潟の知り合いから口頭でバーっと教えてもらったけど、曖昧な記憶…だから、自己流で作ってみた～,1600009790.0,約30分,"['里芋', '人参', '蓮根', 'しいたけ', 'こんにゃく', '銀杏', '鶏肉(ササミ)', '顆粒だし', '塩', '醤油', '水', 'ホタテ貝柱']",2013/04/10 08:14:26,自己流!!のっぺ汁♪,https://recipe.rakuten.co.jp/recipe/1600009790/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/8709133492f2ad6b0af0cc9ea566f089de729792.56.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1520,3.0,,のっぺい汁,https://recipe.rakuten.co.jp/category/48-623/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/88f12dc8a925e29f862a34d7f843c2a79d42806f.15.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/88f12dc8a925e29f862a34d7f843c2a79d42806f.15.2.3.2.jpg?thum=54,つなころっけ,0.0,4.0,指定なし,"とっても簡単にできます！
里芋が柔らかくておいしいです",1270004410.0,指定なし,"['里芋', 'にんじん', 'だいこん', 'だいこんの葉', 'ごぼう', 'だし', '醤油', '塩', '片栗粉']",2013/10/07 00:09:31,とっても簡単！のっぺい汁,https://recipe.rakuten.co.jp/recipe/1270004410/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/88f12dc8a925e29f862a34d7f843c2a79d42806f.15.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1533,3.0,,三平汁,https://recipe.rakuten.co.jp/category/48-627/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/95e702bf866f6dce71bcd1076a8c1e0a20fc13c1.11.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/95e702bf866f6dce71bcd1076a8c1e0a20fc13c1.11.2.3.2.jpg?thum=54,ミルク白うさぎ,0.0,1.0,100円以下,"北海道の味、鮭のアラの旨みがたっぷりの三平汁です。
とっても体温まる一品です。鮭の旨みがたっぷり♪",1330007876.0,約30分,"['鮭のアラ、切り落とし', 'ジャガイモ', '人参', '大根', '長ねぎ', '生姜', '※だし昆布', '※水(だし用)', 'ほんだし', '塩', '酒', '味噌', '小ネギ', '水']",2013/10/24 10:01:40,北海道旨みたっぷり♪鮭のアラで三平汁* 味噌仕立て,https://recipe.rakuten.co.jp/recipe/1330007876/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/95e702bf866f6dce71bcd1076a8c1e0a20fc13c1.11.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1534,3.0,,三平汁,https://recipe.rakuten.co.jp/category/48-627/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/abbad024d82c1877ffde8f18c16d552983611eb2.92.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/abbad024d82c1877ffde8f18c16d552983611eb2.92.2.3.2.jpg?thum=54,はなまる子♪,0.0,2.0,指定なし,ことこと煮込んだ具沢山の三平汁です。野菜と鮭の旨みがギュッと詰まって美味しい！身体の芯からぽかぽか温まります。,1390013956.0,指定なし,"['鮭（生）', '大根', 'じゃがいも', 'にんじん', 'たまねぎ', '・・だし汁', 'Ａ・・', '水', '和風だしの素', '酒、みりん', '塩', '※万能ねぎ（小口切り）']",2012/11/21 04:32:01,魚菜のうまみたっぷり！あったか三平汁,https://recipe.rakuten.co.jp/recipe/1390013956/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/abbad024d82c1877ffde8f18c16d552983611eb2.92.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1535,3.0,,三平汁,https://recipe.rakuten.co.jp/category/48-627/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2c1723733e5acf47186eeffed03b7999d88a4198.08.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2c1723733e5acf47186eeffed03b7999d88a4198.08.2.3.2.jpg?thum=54,なんこつ3,0.0,3.0,300円前後,"北海道の味！素材のうま味と栄養が全部とれます。
体があったまります（＾＾）♪",1970008648.0,約30分,"['塩鮭', '人参', 'ごぼう', '玉ねぎ', '大根', 'じゃがいも（煮崩れしにくいもの）', 'だし昆布', '水', '酒', 'みりん', '顆粒だし', '塩']",2015/06/15 11:08:18,我が家の三平汁,https://recipe.rakuten.co.jp/recipe/1970008648/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/2c1723733e5acf47186eeffed03b7999d88a4198.08.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1536,3.0,,三平汁,https://recipe.rakuten.co.jp/category/48-627/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/206bbf09289641613c7e77feb5c0a94181857d71.60.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/206bbf09289641613c7e77feb5c0a94181857d71.60.2.3.2.jpg?thum=54,しゅうくりいむ。,0.0,4.0,500円前後,鮭のアラが主役で、塩味ベースの三平汁。さっぱりしてるのにコクがある、鮭の全てを存分に味わえます☆,1270004479.0,約30分,"['塩鮭のアラ', '大根', 'にんじん', '白菜', '板こんにゃく', '長ねぎ', 'だし汁', '酒', '塩']",2013/10/29 10:55:35,北海道～鮭まるごと三平汁,https://recipe.rakuten.co.jp/recipe/1270004479/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/206bbf09289641613c7e77feb5c0a94181857d71.60.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
1537,3.0,,じゃっぱ汁,https://recipe.rakuten.co.jp/category/48-628/,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4b24306f02b42fdca95bf332b2fa087debba09e7.76.2.3.2.jpg,1.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4b24306f02b42fdca95bf332b2fa087debba09e7.76.2.3.2.jpg?thum=54,syori74,0.0,1.0,300円前後,じゃっぱ汁とは津軽地方の方言で、ようするにあら汁です。,1300017782.0,約30分,"['鮭のあら', '大根', '大根の葉', '人参', '根布(小)', 'しょうが', '塩']",2016/12/18 19:16:49,鮭のじゃっぱ汁～鮭のあら汁～,https://recipe.rakuten.co.jp/recipe/1300017782/,0.0,https://image.space.rakuten.co.jp/d/strg/ctrl/3/4b24306f02b42fdca95bf332b2fa087debba09e7.76.2.3.2.jpg?thum=55,0.0,0.0,1.0,0.0
